time,youtube_views,avg_youtube_views,Holidays,Access Control,Activity Monitoring,Anomaly Detection,Solution_APPLICATION WHITELISTING_Mentions,Solution_ATTACK TREE_Mentions,Solution_BEHAVIOR BASED DETECTION_Mentions,Solution_BLACKHOLING_Mentions,Solution_BLACKLISTING_Mentions,Blockchain,CAPTCHA,Solution_CODE SIGNING_Mentions,Solution_CONTINUOUS AUTHENTICATION_Mentions,Solution_Control Flow Integrity_Mentions,Cryptography/Encryption,Solution_DARKNET MONITORING_Mentions,Data Backups,Solution_DATA LEAKAGE DETECTION/PREVENTION_Mentions,Solution_DATA LOSS PREVENTION_Mentions,Solution_DATA PROVENANCE_Mentions,Solution_DECEPTION TECHNOLOGY_Mentions,Distributed Ledgers Technology,Solution_DYNAMIC ANALYSIS_Mentions,Solution_DYNAMIC RESOURCE MANAGEMENT_Mentions,Solution_FILE INTEGRITY MONITORING_Mentions,Solution_FORMAL VERIFICATION_Mentions,Game Theory,Solution_GRAPHICAL AUTHENTICATION_Mentions,Graphical Model,Solution_HONEYPOT_Mentions,Solution_HYPERGAME_Mentions,Solution_IDENTITY MANAGEMENT_Mentions,Solution_Identity-Based Encryption (IBE)_Mentions,Image Recognition,Solution_INTRUSION DETECTION/PREVENTION SYSTEM_Mentions,Solution_KEYSTROKE DYNAMICS_Mentions,Solution_LEAST PRIVILEGE_Mentions,Machine Learning/Deep Learning,Solution_MOVING TARGET DEFENSE_Mentions,Solution_MULTI FACTOR AUTHENTICATION_Mentions,Solution_MUTUAL AUTHENTICATION_Mentions,NLP/LLM,Solution_NETWORK SEGMENTATION_Mentions,Solution_ONE TIME PASSWORD_Mentions,Solution_PACKET FILTERING_Mentions,Solution_PASSWORD HASHING_Mentions,Solution_PASSWORD MANAGEMENT_Mentions,Solution_PATCH MANAGEMENT_Mentions,Penetration Testing,Privacy Preserving,Solution_PUBLIC KEY INFRASTRUCTURE_Mentions,Rank Correlation,Rate Limiting,Risk Assessment,SIEM,SSL/TLS,Sandboxing,Secure Boot,Session Management,Software Defined Network,Source Identification,Standardised Communication,Static Analysis,Solution_HIDDEN MARKOV MODEL_Mentions,Strong Authentication,Supply Chain Risk Management,Traffic Shaping,User Behaviour Analytics,VPN,Virtual Keyboards,Vulnerability Assessment,Vulnerability Management,Vulnerability Scanner,Mentions-Advanced persistent threat,Mentions-Account Hijacking,Mentions-Backdoor,Mentions-Botnet,Mentions-DDoS,Mentions-Disinformation/Misinformation,Mentions-Dropper,Mentions-Insider Threat,Mentions-Malware,Mentions-Password Attack,Mentions-Phishing,Mentions-Ransomware,Mentions-Session Hijacking,Mentions-Targeted Attack,Mentions-Trojan,Mentions-Vulnerability,Mentions-Zero-day,cluster_0_score,cluster_1_score,cluster_2_score,cluster_3_score,cluster_4_score,cluster_5_score,cluster_6_score,cluster_7_score,cluster_8_score,cluster_9_score,cluster_10_score,cluster_11_score,cluster_12_score,cluster_13_score,cluster_14_score,DDoS-ALL,Phishing-ALL,Ransomware-ALL,Password Attack-ALL,Account Hijacking-ALL,Trojan-ALL,Vulnerability-ALL,Zero-day-ALL,Advanced persistent threat-ALL,Malware-ALL,Disinformation/Misinformation-ALL,Targeted Attack-ALL,Brute Force Attack-ALL,Backdoor-ALL,Botnet-ALL,Cryptojacking-ALL,Mentions-Brute Force Attack,Mentions-Cryptojacking,Mentions-MITM,Mentions-DNS Spoofing,Mentions-Adversarial Attack,Mentions-Data Poisoning,Mentions-Deepfake,Mentions-Supply Chain,Mentions-IoT Device Attack,WAR/CONFLICT ALL,Solution_BLOCKCHAIN_Mentions,Solution_ACCESS CONTROL_Mentions,Solution_ENCRYPTION_Mentions,Solution_SUPPLY CHAIN RISK MANAGEMENT_Mentions,Solution_ML/DL_Mentions,Solution_ANOMALY DETECTION_Mentions,Solution_CRYPTOGRAPHY_Mentions,Solution_PENETRATION TESTING_Mentions,Solution_IDS/IPS_Mentions,Solution_STATIC ANALYSIS_Mentions,Solution_SESSION MANAGEMENT_Mentions,Solution_CAPTCHA_Mentions,Solution_RATE LIMITING_Mentions,Solution_GRAPHICAL MODEL_Mentions,Solution_SOFTWARE DEFINED NETWORK_Mentions,Solution_GAME THEORY_Mentions,Solution_TRAFFIC SHAPING_Mentions,Solution_RANK CORRELATION_Mentions,Solution_STRONG AUTHENTICATION_Mentions,Solution_SSL/TLS_Mentions,Solution_HTTPS_Mentions,Solution_DATA SANITIZATION_Mentions,Solution_OUTLIER DETECTION_Mentions,Solution_ADVERSARIAL TRAINING_Mentions,Solution_TRUSTWORTHY AI_Mentions,Solution_Bayesian Network_Mentions,Solution_SPLIT MANUFACTURING_Mentions,Solution_VULNERABILITY MANAGEMENT_Mentions,Solution_VPN_Mentions,Solution_PRIVACY PRESERVING_Mentions,Solution_SECURE BOOT_Mentions,Solution_MERKLE SIGNATURE_Mentions,Solution_LIVENESS DETECTION_Mentions,Solution_3D FACE RECONSTRUCTION_Mentions,Solution_BIOMETRICS_Mentions,Solution_DIGITAL WATERMARK_Mentions,Solution_DATA BACKUPS_Mentions,Solution_DATA AUGMENTATION_Mentions,Solution_DIMENSIONALITY REDUCTION_Mentions,Solution_DEFENSIVE DISTILLATION_Mentions,Solution_RRAM_Mentions,Solution_SPATIAL SMOOTHING_Mentions,Solution_NOISE INJECTION_Mentions,Solution_TAINT ANALYSIS_Mentions,Solution_USER BEHAVIOR ANALYTICS_Mentions,Solution_RISK ASSESSMENT_Mentions,Solution_SANDBOXING_Mentions,Solution_VIRTUAL KEYBOARDS_Mentions,Solution_DYNAMIC BINARY INSTRUMENTATION_Mentions,Solution_DNSSEC_Mentions,Solution_CERTIFICATE PINNING_Mentions,Solution_SECURE SIMPLE PAIRING_Mentions,Solution_VULNERABILITY ASSESSMENT_Mentions,Solution_SIEM_Mentions,Solution_STANDARDIZED COMMUNICATION_Mentions,Solution_VULNERABILITY SCANNER_Mentions,Solution_PASSWORD STRENGTH METERS_Mentions,Solution_PASSWORD POLICY_Mentions,Solution_ACTIVITY MONITORING_Mentions,Solution_DISTRIBUTED LEDGERS_Mentions,Solution_SOURCE IDENTIFICATION_Mentions,Solution_IMAGE RECOGNITION_Mentions,Solution_NLP/LLM_Mentions
2012-12,6000215327,166672648,61,11.48214286,43.92857143,62.94642857,0,5,0,9,1,71.875,0.517857143,0,0,0,22.28571429,0,2.875,0,2,0,0,5.303571429,6,0,0,11,18.83928571,0,14.91071429,0,0,11,20,38.30357143,6.785714286,0,1,3677.517857,0,0,25,243.625,0,0,0,0,0,0,2.178571429,23.35714286,9,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,0,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,2,0,0,39,48,14,0,6,192,36,20,0,0,1,0,4983,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,9,0,1,12,3,0,8,1,0,10,0,6,0,1,1,0,8,0,6,0,0,0,0,4,0,7377,0,101,200,3,3,8,169,0,46,5,0,0,0,3,0,10,0,0,0,0,2,0,0,0,0,15,0,2,0,33,0,0,0,0,56,2,0,0,2,0,0,0,0,0,0,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2013-01,6000215327,166672648,56,11.48214286,43.92857143,62.94642857,0,0,0,0,0,71.875,0.517857143,0,0,0,22.28571429,0,2.875,0,0,0,0,5.303571429,6,0,0,4,18.83928571,1,14.91071429,4,0,14,8,38.30357143,6.785714286,0,0,3677.517857,0,0,20,243.625,1,3,7,0,0,0,2.178571429,23.35714286,11,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,3,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,3,0,0,13,44,2,0,0,268,42,41,0,0,7,12,6628,6,16,0,0,0,0,60,0,54,0,63,9,0,0,0,48,34,0,0,10,0,0,19,0,0,2,0,42,0,0,0,0,4,0,8,0,0,0,0,15,0,13605,0,122,290,10,23,18,248,3,83,2,0,10,0,0,0,15,0,0,0,0,1,0,0,0,0,1,0,4,0,22,0,0,1,0,340,0,0,0,0,0,0,0,0,3,0,98,2,0,0,0,0,0,21,40,0,0,0,0,0,0,3,1,8
2013-02,6000215327,166672648,29,11.48214286,43.92857143,62.94642857,0,1,0,0,1,71.875,0.517857143,1,24,0,22.28571429,0,2.875,0,0,0,0,5.303571429,4,0,0,3,18.83928571,0,14.91071429,0,0,3,30,38.30357143,6.785714286,1,0,3677.517857,0,0,18,243.625,0,6,0,0,0,0,2.178571429,23.35714286,5,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,7,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,2,0,0,93,40,1,0,3,302,16,2,0,0,0,6,531,2,0,0,0,0,0,50,0,0,0,0,1,0,0,0,8,5,0,0,9,43,0,2,0,0,20,0,27,0,0,0,0,5,0,6,0,0,0,0,0,0,9011,0,104,252,0,7,4,167,3,28,3,0,14,0,0,0,12,0,0,0,1,2,0,0,0,0,6,0,0,0,11,0,0,0,0,132,2,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6
2013-03,6000215327,166672648,44,11.48214286,43.92857143,62.94642857,0,0,0,0,0,71.875,0.517857143,0,0,0,22.28571429,0,2.875,4,0,0,0,5.303571429,0,0,0,6,18.83928571,0,14.91071429,0,0,0,22,38.30357143,6.785714286,0,0,3677.517857,0,3,22,243.625,0,0,2,0,1,0,2.178571429,23.35714286,4,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,3,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,0,0,0,9,14,0,0,8,220,30,5,0,0,2,3,4246,0,18,0,0,10,0,70,0,0,0,0,0,9,0,0,9,23,0,0,6,9,1,5,0,0,11,0,43,0,0,1,0,2,0,8,0,0,0,0,8,0,20202,0,97,237,17,5,12,142,0,53,11,0,0,0,0,0,6,0,0,0,0,0,2,5,0,0,2,0,0,2,40,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0
2013-04,6000215327,166672648,32,11.48214286,43.92857143,62.94642857,0,4,0,3,0,71.875,0.517857143,0,0,0,22.28571429,0,2.875,0,0,0,0,5.303571429,2,0,0,11,18.83928571,0,14.91071429,12,0,8,16,38.30357143,6.785714286,1,0,3677.517857,4,0,17,243.625,0,5,0,0,0,0,2.178571429,23.35714286,7,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,0,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,0,0,4,7,38,0,0,4,168,10,2,0,0,4,2,3290,4,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,19,1,0,12,6,0,1,1,0,40,0,2,3,1,0,0,4,0,12,0,1,0,0,0,0,17102,0,54,199,0,8,11,114,3,39,2,0,9,0,0,0,10,0,0,2,0,0,0,0,0,0,3,0,0,0,23,4,0,0,0,12,7,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1
2013-05,6000215327,166672648,66,11.48214286,43.92857143,62.94642857,0,4,6,0,0,71.875,0.517857143,1,0,0,22.28571429,0,2.875,0,0,0,0,5.303571429,7,0,0,2,18.83928571,0,14.91071429,7,0,6,6,38.30357143,6.785714286,0,4,3677.517857,0,0,9,243.625,0,0,0,1,0,0,2.178571429,23.35714286,9,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,4,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,1,0,0,3,11,0,0,0,151,21,20,0,0,8,3,777,2,3,0,0,20,0,50,0,0,0,0,0,0,0,0,6,8,0,0,45,10,0,41,0,0,4,0,10,0,1,0,0,2,0,3,2,2,0,0,0,0,13531,0,64,178,0,15,2,183,0,37,7,0,0,0,1,0,14,0,0,1,10,0,0,0,0,0,6,0,0,11,27,0,0,0,0,26,0,0,0,2,0,1,0,0,0,0,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7
2013-06,6000215327,166672648,21,11.48214286,43.92857143,62.94642857,0,0,0,2,0,71.875,0.517857143,0,0,0,22.28571429,0,2.875,0,0,0,0,5.303571429,3,0,0,9,18.83928571,2,14.91071429,0,0,2,12,38.30357143,6.785714286,0,0,3677.517857,0,0,17,243.625,0,1,0,0,1,0,2.178571429,23.35714286,3,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,5,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,0,0,0,5,35,0,0,4,147,51,26,0,0,4,4,0,2,9,0,0,10,0,70,0,9,0,0,0,0,0,0,0,10,1,0,14,7,0,1,1,0,9,0,44,0,1,0,0,6,0,7,0,7,0,0,8,0,6429,0,80,248,0,4,0,176,3,36,12,0,0,0,0,0,11,0,0,0,8,3,0,6,0,0,2,0,0,9,32,0,0,0,0,32,3,1,0,2,0,0,0,0,0,0,78,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2013-07,6000215327,166672648,11,11.48214286,43.92857143,62.94642857,0,1,0,0,0,71.875,0.517857143,0,0,1,22.28571429,0,2.875,0,0,0,0,5.303571429,2,0,0,4,18.83928571,0,14.91071429,27,0,0,6,38.30357143,6.785714286,0,0,3677.517857,0,0,8,243.625,0,3,0,0,0,0,2.178571429,23.35714286,6,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,0,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,2,0,1,25,28,8,0,0,185,46,13,0,0,0,4,2031,0,9,0,0,10,0,130,0,0,0,0,0,0,0,0,9,3,1,0,14,19,1,1,0,0,9,0,4,1,0,0,0,0,0,3,0,0,0,0,0,0,14370,0,67,116,0,4,10,125,17,33,5,3,0,0,0,0,13,0,0,0,4,0,0,1,0,0,4,0,0,0,9,0,1,0,0,68,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,3,3
2013-08,6000215327,166672648,36,11.48214286,43.92857143,62.94642857,0,0,0,0,0,71.875,0.517857143,0,0,0,22.28571429,0,2.875,0,2,2,0,5.303571429,3,0,0,2,18.83928571,0,14.91071429,2,0,3,0,38.30357143,6.785714286,0,0,3677.517857,0,0,13,243.625,0,0,0,0,0,0,2.178571429,23.35714286,0,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,0,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,0,0,0,30,18,0,0,18,279,43,11,0,0,1,0,3026,3,0,0,0,30,0,67,0,0,0,0,0,10,0,0,1,13,0,0,6,18,0,2,0,0,4,1,2,0,1,0,0,1,0,1,0,2,0,0,0,0,47498,0,65,145,0,11,6,108,0,28,10,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,2,25,0,0,0,0,23,3,0,0,2,0,0,0,0,0,0,27,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,2,0
2013-09,6000215327,166672648,32,11.48214286,43.92857143,62.94642857,0,0,0,3,0,71.875,0.517857143,0,0,0,22.28571429,0,2.875,0,0,0,0,5.303571429,0,0,0,9,18.83928571,0,14.91071429,4,0,8,4,38.30357143,6.785714286,0,0,3677.517857,0,1,26,243.625,1,6,0,0,0,0,2.178571429,23.35714286,6,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,0,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,1,0,0,11,18,1,0,1,234,45,16,0,0,3,0,2584,5,9,0,3,10,0,50,0,6,0,18,0,0,0,0,0,8,0,0,0,8,1,0,0,0,8,0,6,0,0,1,0,5,0,7,0,0,0,0,7,0,42481,0,93,175,0,2,0,135,3,43,2,0,7,0,0,0,15,0,0,1,0,0,0,3,0,0,3,0,0,0,16,2,0,0,0,73,0,0,0,0,0,0,0,0,0,0,86,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,1,4
2013-10,6000215327,166672648,39,11.48214286,43.92857143,62.94642857,0,0,0,4,0,71.875,0.517857143,0,0,0,22.28571429,0,2.875,0,1,0,0,5.303571429,2,0,0,0,18.83928571,0,14.91071429,0,0,3,30,38.30357143,6.785714286,0,3,3677.517857,0,0,14,243.625,2,4,0,0,0,0,2.178571429,23.35714286,1,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,3,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,6,0,0,16,24,0,0,8,123,27,7,0,0,7,5,982,0,0,0,9,0,0,119,0,0,0,0,0,0,0,0,0,6,2,0,7,5,38,1,0,0,45,0,3,0,0,2,0,3,0,0,0,1,0,0,4,0,9126,0,53,168,0,11,3,109,3,29,2,0,0,0,0,0,4,0,2,3,0,0,0,0,0,0,4,0,0,0,27,0,0,0,0,99,3,0,0,0,0,0,0,0,2,0,40,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2013-11,6000215327,166672648,30,11.48214286,43.92857143,62.94642857,0,0,0,4,0,71.875,0.517857143,0,8,0,22.28571429,0,2.875,0,1,0,0,5.303571429,1,0,0,8,18.83928571,0,14.91071429,11,0,0,22,38.30357143,6.785714286,0,0,3677.517857,0,4,26,243.625,0,0,1,0,2,0,2.178571429,23.35714286,1,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,3,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,0,0,0,13,52,0,0,3,238,18,21,0,3,1,3,2282,0,0,0,0,4,0,169,0,9,0,0,0,5,0,0,0,21,0,0,22,23,1,1,1,0,79,0,3,1,37,1,0,1,0,6,0,0,0,0,14,0,7663,0,92,264,0,5,6,209,3,80,0,2,0,0,0,0,20,0,0,1,13,2,0,2,0,0,5,0,0,0,30,0,0,0,0,55,0,0,0,2,0,0,0,0,0,0,72,2,0,0,0,0,0,4,7,0,0,0,0,0,0,2,0,3
2013-12,6000215327,166672648,55,11.48214286,43.92857143,62.94642857,0,0,0,0,0,71.875,0.517857143,1,0,0,22.28571429,0,2.875,0,0,0,0,5.303571429,2,0,3,3,18.83928571,0,14.91071429,9,0,3,6,38.30357143,6.785714286,9,0,3677.517857,0,0,22,243.625,0,0,2,0,0,0,2.178571429,23.35714286,11,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,3,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,1,0,1,3,20,0,0,1,203,26,20,0,0,3,2,976,0,9,0,0,20,0,80,0,0,0,0,0,0,0,0,0,22,0,0,60,6,0,0,0,0,5,0,18,0,0,0,0,7,0,12,0,0,0,0,10,0,4702,0,83,237,0,11,25,117,2,74,7,0,0,0,0,2,10,0,2,3,3,0,0,2,0,0,7,0,0,0,57,3,0,0,0,46,8,0,0,0,0,0,0,0,0,0,89,0,0,0,3,0,0,9,2,0,2,0,0,0,0,0,0,1
2014-01,6000215327,166672648,63,11.48214286,43.92857143,62.94642857,4,3,10,9,1,71.875,0.517857143,0,4,4,22.28571429,0,2.875,2,0,2,0,5.303571429,1,3,0,12,18.83928571,2,14.91071429,6,0,9,26,38.30357143,6.785714286,0,8,3677.517857,0,0,43,243.625,6,0,2,0,0,0,2.178571429,23.35714286,23,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,5,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,20,0,1,68,75,6,0,7,604,37,63,2,1,9,10,8593,9,18,0,30,10,0,90,10,112,0,41,27,10,0,10,9,7,2,0,7,7,1,2,2,0,49,0,40,1,0,1,0,7,0,25,4,4,0,0,10,0,7004,1,170,558,3,49,31,409,10,106,14,2,0,0,3,3,24,0,1,5,46,7,0,3,2,0,16,0,0,11,99,0,0,0,0,165,0,2,0,6,0,0,0,0,0,0,177,0,0,0,8,0,0,1,15,0,5,0,0,1,0,2,0,0
2014-02,6000215327,166672648,17,11.48214286,43.92857143,62.94642857,0,5,6,17,0,71.875,0.517857143,0,0,0,22.28571429,0,2.875,0,0,8,0,5.303571429,2,0,0,2,18.83928571,0,14.91071429,12,0,5,16,38.30357143,6.785714286,5,0,3677.517857,0,8,24,243.625,0,0,7,0,0,0,2.178571429,23.35714286,12,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,2,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,6,0,0,31,93,4,0,6,409,49,37,0,2,6,6,7419,6,0,0,0,10,0,30,0,0,0,0,0,0,0,0,9,9,0,0,6,7,0,2,0,0,77,0,1,0,0,37,0,27,0,23,1,1,0,0,0,0,9075,1,166,424,0,11,26,288,13,113,13,4,9,0,0,10,48,0,0,3,4,1,0,5,0,0,12,0,2,12,72,0,0,0,0,83,2,2,0,6,0,0,0,1,0,0,69,0,5,0,14,0,0,15,2,0,1,0,0,0,0,0,0,3
2014-03,6000215327,166672648,19,11.48214286,43.92857143,62.94642857,0,10,0,4,1,71.875,0.517857143,0,0,0,22.28571429,0,2.875,4,0,0,0,5.303571429,5,0,0,10,18.83928571,0,14.91071429,1,0,27,16,38.30357143,6.785714286,0,1,3677.517857,7,0,27,243.625,0,2,4,0,0,0,2.178571429,23.35714286,8,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,0,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,0,0,0,17,54,1,0,0,254,18,14,2,1,0,23,13564,1,18,0,0,18,0,30,0,0,0,0,0,0,0,0,9,20,2,0,44,10,0,78,0,0,45,0,1,0,1,0,0,11,0,23,0,0,0,0,3,0,32149,0,188,379,0,31,17,279,2,168,7,0,41,1,1,4,17,4,1,0,2,3,0,0,0,0,5,0,0,13,43,0,0,1,0,92,8,0,0,2,0,0,0,0,11,0,107,0,0,1,0,0,0,2,0,0,2,0,1,1,0,0,3,6
2014-04,6000215327,166672648,59,11.48214286,43.92857143,62.94642857,0,10,0,2,0,71.875,0.517857143,0,0,0,22.28571429,0,2.875,0,1,0,0,5.303571429,0,0,0,0,18.83928571,0,14.91071429,0,0,9,22,38.30357143,6.785714286,8,0,3677.517857,7,0,17,243.625,0,0,0,0,0,1,2.178571429,23.35714286,6,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,6,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,3,0,13,30,55,2,0,0,327,34,35,0,1,9,12,8243,13,0,0,2,0,0,40,0,0,0,7,0,0,0,0,0,5,1,0,11,8,1,6,0,0,6,0,1,0,1,1,0,5,0,11,0,0,0,0,2,0,19292,0,145,308,0,19,10,203,0,104,2,3,16,0,2,4,14,0,0,0,8,8,0,2,0,0,4,0,0,0,55,0,0,0,0,74,0,0,0,0,0,0,0,0,2,0,114,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,1,6
2014-05,6000215327,166672648,54,11.48214286,43.92857143,62.94642857,0,1,0,0,0,71.875,0.517857143,0,0,1,22.28571429,0,2.875,0,0,0,0,5.303571429,1,0,0,5,18.83928571,0,14.91071429,0,0,6,12,38.30357143,6.785714286,0,3,3677.517857,2,0,16,243.625,0,0,0,0,0,0,2.178571429,23.35714286,11,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,3,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,4,0,0,9,27,2,0,1,208,38,19,0,1,2,1,3294,1,0,0,9,9,0,30,0,18,0,0,0,0,0,0,19,4,1,0,4,9,0,1,0,0,3,0,3,0,0,0,0,6,0,2,1,0,0,0,3,0,14883,0,73,328,0,14,9,180,0,69,0,0,0,0,0,0,14,0,0,0,2,2,1,0,0,0,9,0,0,1,17,0,0,2,0,30,0,0,0,0,0,0,0,0,0,0,61,0,0,0,9,0,0,2,3,0,5,0,0,0,0,0,5,0
2014-06,6000215327,166672648,35,11.48214286,43.92857143,62.94642857,2,0,0,0,0,71.875,0.517857143,0,5,6,22.28571429,0,2.875,0,0,2,0,5.303571429,11,0,0,0,18.83928571,0,14.91071429,0,0,27,0,38.30357143,6.785714286,0,3,3677.517857,0,0,12,243.625,0,0,0,0,5,0,2.178571429,23.35714286,5,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,4,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,0,0,0,12,41,0,0,27,289,56,19,0,0,0,2,7170,0,0,0,0,10,0,20,0,0,0,9,0,0,0,0,0,10,37,0,3,4,0,2,0,0,8,0,70,0,0,0,0,8,0,3,0,1,0,0,0,0,15619,0,139,317,0,26,16,197,3,55,14,0,14,0,0,2,22,0,0,2,9,2,0,0,0,0,4,0,2,1,54,0,0,0,0,113,3,1,0,0,0,3,0,0,4,0,90,0,0,0,0,0,0,6,0,0,2,1,0,0,0,0,0,6
2014-07,6000215327,166672648,26,11.48214286,43.92857143,62.94642857,0,0,0,0,0,71.875,0.517857143,0,0,0,22.28571429,0,2.875,0,0,0,0,5.303571429,2,0,3,2,18.83928571,0,14.91071429,0,0,2,12,38.30357143,6.785714286,2,1,3677.517857,2,4,19,243.625,0,0,4,0,0,0,2.178571429,23.35714286,7,691.4821429,31.08928571,5470.946429,0.625,1.357142857,0.214285714,0.375,0.410714286,0.982142857,34.53571429,2.857142857,8.071428571,0,0.125,1.767857143,0.196428571,0.303571429,1.071428571,0.464285714,17.80357143,0.875,0.142857143,6,0,0,44,84,1,0,7,262,60,19,0,0,7,0,4181,2,0,0,0,0,0,47,0,9,0,0,9,0,0,0,0,3,1,0,4,6,1,41,1,0,12,0,156,0,0,1,0,1,0,13,0,0,0,0,19,0,37042,0,113,313,11,7,23,242,2,50,16,0,0,0,3,0,11,0,1,0,2,0,0,1,0,0,10,0,0,0,50,0,0,0,0,46,0,0,0,0,0,0,0,0,2,0,123,0,0,0,0,0,0,3,10,0,6,0,0,0,0,2,2,9
